Time,Hour_of_Year,Hour_of_Day,Month,Temperature,Wind_Speed,Wind_Direction,DNI,DHI,GHI,Precipitable_Water,Streamflow_m3_s,Base_Load_kW,Lighting_Plugs_kW,Induction_Range_kW,Total_Electrical_Load_kW,DHW_Demand_Liters
2024-03-27 09:00:00,2074,9,3,,,,,,,,0.005,0.39,0.19,0.0,0.57,0.0
2024-03-27 10:00:00,2075,10,3,,,,,,,,0.005,0.35,0.12,0.0,0.47,0.0
2024-03-27 11:00:00,2076,11,3,,,,,,,,0.006,0.4,0.04,0.0,0.43,0.0
2024-03-27 12:00:00,2077,12,3,,,,,,,,0.005,0.39,0.01,0.0,0.4,0.0
2024-03-27 13:00:00,2078,13,3,,,,,,,,0.008,0.37,0.05,0.0,0.42,0.0
2024-03-27 14:00:00,2079,14,3,,,,,,,,0.029,0.36,0.08,0.0,0.43,0.0
2024-03-27 15:00:00,2080,15,3,,,,,,,,0.005,0.38,0.18,0.0,0.56,0.0
2024-03-27 16:00:00,2081,16,3,,,,,,,,0.016,0.4,0.26,0.0,0.66,0.0
2024-03-27 17:00:00,2082,17,3,,,,,,,,0.005,0.4,0.37,2.11,2.88,15.1
2024-03-27 18:00:00,2083,18,3,,,,,,,,0.005,0.35,0.57,2.27,3.2,14.5
2024-03-27 19:00:00,2084,19,3,,,,,,,,0.005,0.37,0.67,1.77,2.81,0.3
2024-03-27 20:00:00,2085,20,3,,,,,,,,0.005,0.38,0.61,0.0,0.99,0.0
2024-03-27 21:00:00,2086,21,3,,,,,,,,0.005,0.39,0.43,0.0,0.82,0.0
2024-03-27 22:00:00,2087,22,3,,,,,,,,0.008,0.37,0.28,0.0,0.66,0.0
2024-03-27 23:00:00,2088,23,3,,,,,,,,0.005,0.37,0.13,0.0,0.51,0.0
2024-03-28 00:00:00,2089,0,3,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-03-28 01:00:00,2090,1,3,,,,,,,,0.005,0.4,0.05,0.0,0.45,0.0
2024-03-28 02:00:00,2091,2,3,,,,,,,,0.013,0.36,0.01,0.0,0.37,0.0
2024-03-28 03:00:00,2092,3,3,,,,,,,,0.005,0.38,0.01,0.0,0.39,0.0
2024-03-28 04:00:00,2093,4,3,,,,,,,,0.005,0.4,0.11,0.0,0.51,0.0
2024-03-28 05:00:00,2094,5,3,,,,,,,,0.013,0.37,0.19,0.0,0.56,0.0
2024-03-28 06:00:00,2095,6,3,,,,,,,,0.017,0.37,0.36,1.06,1.78,21.9
2024-03-28 07:00:00,2096,7,3,,,,,,,,0.017,0.36,0.47,1.13,1.96,43.1
2024-03-28 08:00:00,2097,8,3,,,,,,,,0.016,0.38,0.36,0.24,0.98,54.1
2024-03-28 09:00:00,2098,9,3,,,,,,,,0.005,0.37,0.23,0.0,0.6,0.0
2024-03-28 10:00:00,2099,10,3,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-03-28 11:00:00,2100,11,3,,,,,,,,0.032,0.36,0.01,0.0,0.38,0.0
2024-03-28 12:00:00,2101,12,3,,,,,,,,0.007,0.4,0.09,0.0,0.49,0.0
2024-03-28 13:00:00,2102,13,3,,,,,,,,0.023,0.39,0.09,0.0,0.48,0.0
2024-03-28 14:00:00,2103,14,3,,,,,,,,0.01,0.37,0.09,0.0,0.46,0.0
2024-03-28 15:00:00,2104,15,3,,,,,,,,0.007,0.39,0.13,0.0,0.52,0.0
2024-03-28 16:00:00,2105,16,3,,,,,,,,0.007,0.4,0.2,0.0,0.6,0.0
2024-03-28 17:00:00,2106,17,3,,,,,,,,0.005,0.4,0.43,2.35,3.19,18.3
2024-03-28 18:00:00,2107,18,3,,,,,,,,0.005,0.37,0.53,1.04,1.94,20.2
2024-03-28 19:00:00,2108,19,3,,,,,,,,0.005,0.38,0.64,1.92,2.93,6.1
2024-03-28 20:00:00,2109,20,3,,,,,,,,0.005,0.38,0.58,0.0,0.96,0.0
2024-03-28 21:00:00,2110,21,3,,,,,,,,0.005,0.38,0.44,0.0,0.82,0.0
2024-03-28 22:00:00,2111,22,3,,,,,,,,0.006,0.35,0.23,0.0,0.58,0.0
2024-03-28 23:00:00,2112,23,3,,,,,,,,0.008,0.39,0.14,0.0,0.53,0.0
2024-03-29 00:00:00,2113,0,3,,,,,,,,0.009,0.36,0.01,0.0,0.37,0.0
2024-03-29 01:00:00,2114,1,3,,,,,,,,0.026,0.37,0.07,0.0,0.44,0.0
2024-03-29 02:00:00,2115,2,3,,,,,,,,0.009,0.38,0.02,0.0,0.4,0.0
2024-03-29 03:00:00,2116,3,3,,,,,,,,0.008,0.37,0.01,0.0,0.39,0.0
2024-03-29 04:00:00,2117,4,3,,,,,,,,0.005,0.35,0.12,0.0,0.47,0.0
2024-03-29 05:00:00,2118,5,3,,,,,,,,0.005,0.37,0.17,0.0,0.54,0.0
2024-03-29 06:00:00,2119,6,3,,,,,,,,0.006,0.37,0.37,0.76,1.5,41.8
2024-03-29 07:00:00,2120,7,3,,,,,,,,0.005,0.37,0.49,0.48,1.34,20.7
2024-03-29 08:00:00,2121,8,3,,,,,,,,0.005,0.4,0.36,1.04,1.8,32.0
2024-03-29 09:00:00,2122,9,3,,,,,,,,0.005,0.37,0.23,0.0,0.6,0.0
2024-03-29 10:00:00,2123,10,3,,,,,,,,0.005,0.38,0.14,0.0,0.52,0.0
2024-03-29 11:00:00,2124,11,3,,,,,,,,0.005,0.36,0.08,0.0,0.44,0.0
2024-03-29 12:00:00,2125,12,3,,,,,,,,0.006,0.36,0.06,0.0,0.42,0.0
2024-03-29 13:00:00,2126,13,3,,,,,,,,0.007,0.35,0.05,0.0,0.4,0.0
2024-03-29 14:00:00,2127,14,3,,,,,,,,0.005,0.37,0.12,0.0,0.49,0.0
2024-03-29 15:00:00,2128,15,3,,,,,,,,0.005,0.38,0.11,0.0,0.48,0.0
2024-03-29 16:00:00,2129,16,3,,,,,,,,0.005,0.4,0.25,0.0,0.65,0.0
2024-03-29 17:00:00,2130,17,3,,,,,,,,0.021,0.38,0.45,0.85,1.69,17.3
2024-03-29 18:00:00,2131,18,3,,,,,,,,0.005,0.36,0.55,0.63,1.55,4.3
2024-03-29 19:00:00,2132,19,3,,,,,,,,0.005,0.35,0.65,1.35,2.35,22.2
2024-03-29 20:00:00,2133,20,3,,,,,,,,0.008,0.36,0.61,0.0,0.96,0.0
2024-03-29 21:00:00,2134,21,3,,,,,,,,0.005,0.35,0.41,0.0,0.77,0.0
2024-03-29 22:00:00,2135,22,3,,,,,,,,0.005,0.4,0.25,0.0,0.64,0.0
2024-03-29 23:00:00,2136,23,3,,,,,,,,0.005,0.39,0.13,0.0,0.51,0.0
2024-03-30 00:00:00,2137,0,3,,,,,,,,0.009,0.35,0.05,0.0,0.4,0.0
2024-03-30 01:00:00,2138,1,3,,,,,,,,0.005,0.36,0.1,0.0,0.45,0.0
2024-03-30 02:00:00,2139,2,3,,,,,,,,0.008,0.39,0.08,0.0,0.47,0.0
2024-03-30 03:00:00,2140,3,3,,,,,,,,0.011,0.36,0.08,0.0,0.44,0.0
2024-03-30 04:00:00,2141,4,3,,,,,,,,0.005,0.38,0.11,0.0,0.49,0.0
2024-03-30 05:00:00,2142,5,3,,,,,,,,0.005,0.36,0.17,0.0,0.53,0.0
2024-03-30 06:00:00,2143,6,3,,,,,,,,0.005,0.39,0.4,0.8,1.59,46.2
2024-03-30 07:00:00,2144,7,3,,,,,,,,0.005,0.38,0.45,0.39,1.22,46.4
2024-03-30 08:00:00,2145,8,3,,,,,,,,0.009,0.37,0.42,0.27,1.05,37.6
2024-03-30 09:00:00,2146,9,3,,,,,,,,0.005,0.4,0.22,0.0,0.61,0.0
2024-03-30 10:00:00,2147,10,3,,,,,,,,0.005,0.38,0.12,0.0,0.5,0.0
2024-03-30 11:00:00,2148,11,3,,,,,,,,0.02,0.38,0.09,0.0,0.47,0.0
2024-03-30 12:00:00,2149,12,3,,,,,,,,0.005,0.37,0.02,0.0,0.39,0.0
2024-03-30 13:00:00,2150,13,3,,,,,,,,0.005,0.36,0.06,0.0,0.42,0.0
2024-03-30 14:00:00,2151,14,3,,,,,,,,0.005,0.36,0.12,0.0,0.49,0.0
2024-03-30 15:00:00,2152,15,3,,,,,,,,0.005,0.37,0.11,0.0,0.48,0.0
2024-03-30 16:00:00,2153,16,3,,,,,,,,0.005,0.39,0.29,0.0,0.68,0.0
2024-03-30 17:00:00,2154,17,3,,,,,,,,0.008,0.36,0.45,2.4,3.21,16.1
2024-03-30 18:00:00,2155,18,3,,,,,,,,0.005,0.36,0.61,2.15,3.12,12.3
2024-03-30 19:00:00,2156,19,3,,,,,,,,0.005,0.38,0.61,1.9,2.89,28.8
2024-03-30 20:00:00,2157,20,3,,,,,,,,0.005,0.36,0.54,0.0,0.9,0.0
2024-03-30 21:00:00,2158,21,3,,,,,,,,0.005,0.37,0.45,0.0,0.82,0.0
2024-03-30 22:00:00,2159,22,3,,,,,,,,0.005,0.38,0.26,0.0,0.64,0.0
2024-03-30 23:00:00,2160,23,3,,,,,,,,0.006,0.37,0.14,0.0,0.51,0.0
2024-03-31 00:00:00,2161,0,3,,,,,,,,0.005,0.4,0.09,0.0,0.49,0.0
2024-03-31 01:00:00,2162,1,3,,,,,,,,0.007,0.35,0.01,0.0,0.37,0.0
2024-03-31 02:00:00,2163,2,3,,,,,,,,0.007,0.4,0.1,0.0,0.49,0.0
2024-03-31 03:00:00,2164,3,3,,,,,,,,0.005,0.38,0.07,0.0,0.45,0.0
2024-03-31 04:00:00,2165,4,3,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-03-31 05:00:00,2166,5,3,,,,,,,,0.009,0.36,0.21,0.0,0.56,0.0
2024-03-31 06:00:00,2167,6,3,,,,,,,,0.005,0.39,0.4,0.9,1.69,17.9
2024-03-31 07:00:00,2168,7,3,,,,,,,,0.006,0.35,0.41,1.13,1.89,46.1
2024-03-31 08:00:00,2169,8,3,,,,,,,,0.006,0.38,0.41,0.52,1.31,9.7
2024-03-31 09:00:00,2170,9,3,,,,,,,,0.005,0.39,0.19,0.0,0.58,0.0
2024-03-31 10:00:00,2171,10,3,,,,,,,,0.05,0.4,0.05,0.0,0.45,0.0
2024-03-31 11:00:00,2172,11,3,,,,,,,,0.008,0.38,0.08,0.0,0.46,0.0
2024-03-31 12:00:00,2173,12,3,,,,,,,,0.005,0.4,0.05,0.0,0.45,0.0
2024-03-31 13:00:00,2174,13,3,,,,,,,,0.009,0.38,0.04,0.0,0.42,0.0
2024-03-31 14:00:00,2175,14,3,,,,,,,,0.005,0.4,0.08,0.0,0.48,0.0
2024-03-31 15:00:00,2176,15,3,,,,,,,,0.005,0.39,0.11,0.0,0.5,0.0
2024-03-31 16:00:00,2177,16,3,,,,,,,,0.005,0.35,0.2,0.0,0.55,0.0
2024-03-31 17:00:00,2178,17,3,,,,,,,,0.005,0.37,0.41,1.83,2.61,28.6
2024-03-31 18:00:00,2179,18,3,,,,,,,,0.007,0.37,0.58,1.02,1.96,1.1
2024-03-31 19:00:00,2180,19,3,,,,,,,,0.005,0.37,0.62,0.56,1.55,9.0
2024-03-31 20:00:00,2181,20,3,,,,,,,,0.005,0.4,0.57,0.0,0.97,0.0
2024-03-31 21:00:00,2182,21,3,,,,,,,,0.005,0.36,0.44,0.0,0.8,0.0
2024-03-31 22:00:00,2183,22,3,,,,,,,,0.005,0.36,0.29,0.0,0.65,0.0
2024-03-31 23:00:00,2184,23,3,,,,,,,,0.005,0.35,0.15,0.0,0.51,0.0
2024-04-01 00:00:00,2185,0,4,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-04-01 01:00:00,2186,1,4,,,,,,,,0.008,0.39,0.04,0.0,0.43,0.0
2024-04-01 02:00:00,2187,2,4,,,,,,,,0.008,0.36,0.01,0.0,0.37,0.0
2024-04-01 03:00:00,2188,3,4,,,,,,,,0.005,0.38,0.02,0.0,0.4,0.0
2024-04-01 04:00:00,2189,4,4,,,,,,,,0.005,0.36,0.15,0.0,0.51,0.0
2024-04-01 05:00:00,2190,5,4,,,,,,,,0.005,0.35,0.26,0.0,0.61,0.0
2024-04-01 06:00:00,2191,6,4,,,,,,,,0.005,0.36,0.38,0.63,1.37,40.2
2024-04-01 07:00:00,2192,7,4,,,,,,,,0.016,0.37,0.42,0.93,1.73,54.7
2024-04-01 08:00:00,2193,8,4,,,,,,,,0.005,0.36,0.38,0.79,1.53,54.0
2024-04-01 09:00:00,2194,9,4,,,,,,,,0.005,0.35,0.22,0.0,0.58,0.0
2024-04-01 10:00:00,2195,10,4,,,,,,,,0.005,0.37,0.14,0.0,0.51,0.0
2024-04-01 11:00:00,2196,11,4,,,,,,,,0.014,0.38,0.06,0.0,0.44,0.0
2024-04-01 12:00:00,2197,12,4,,,,,,,,0.005,0.38,0.02,0.0,0.4,0.0
2024-04-01 13:00:00,2198,13,4,,,,,,,,0.005,0.38,0.05,0.0,0.42,0.0
2024-04-01 14:00:00,2199,14,4,,,,,,,,0.005,0.37,0.06,0.0,0.43,0.0
2024-04-01 15:00:00,2200,15,4,,,,,,,,0.009,0.38,0.1,0.0,0.47,0.0
2024-04-01 16:00:00,2201,16,4,,,,,,,,0.005,0.39,0.2,0.0,0.59,0.0
2024-04-01 17:00:00,2202,17,4,,,,,,,,0.005,0.35,0.39,1.41,2.16,7.2
2024-04-01 18:00:00,2203,18,4,,,,,,,,0.005,0.37,0.57,1.12,2.06,28.6
2024-04-01 19:00:00,2204,19,4,,,,,,,,0.005,0.39,0.69,1.22,2.31,5.5
2024-04-01 20:00:00,2205,20,4,,,,,,,,0.005,0.38,0.56,0.0,0.94,0.0
2024-04-01 21:00:00,2206,21,4,,,,,,,,0.005,0.36,0.44,0.0,0.8,0.0
2024-04-01 22:00:00,2207,22,4,,,,,,,,0.005,0.36,0.27,0.0,0.63,0.0
2024-04-01 23:00:00,2208,23,4,,,,,,,,0.005,0.38,0.13,0.0,0.51,0.0
2024-04-02 00:00:00,2209,0,4,,,,,,,,0.005,0.39,0.05,0.0,0.44,0.0
2024-04-02 01:00:00,2210,1,4,,,,,,,,0.006,0.39,0.05,0.0,0.44,0.0
2024-04-02 02:00:00,2211,2,4,,,,,,,,0.01,0.38,0.06,0.0,0.43,0.0
2024-04-02 03:00:00,2212,3,4,,,,,,,,0.013,0.39,0.06,0.0,0.45,0.0
2024-04-02 04:00:00,2213,4,4,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-04-02 05:00:00,2214,5,4,,,,,,,,0.005,0.38,0.25,0.0,0.62,0.0
2024-04-02 06:00:00,2215,6,4,,,,,,,,0.005,0.39,0.38,0.82,1.59,13.4
2024-04-02 07:00:00,2216,7,4,,,,,,,,0.005,0.4,0.44,0.46,1.3,47.4
2024-04-02 08:00:00,2217,8,4,,,,,,,,0.005,0.39,0.38,0.31,1.07,3.1
2024-04-02 09:00:00,2218,9,4,,,,,,,,0.005,0.39,0.19,0.0,0.58,0.0
2024-04-02 10:00:00,2219,10,4,,,,,,,,0.006,0.39,0.05,0.0,0.45,0.0
2024-04-02 11:00:00,2220,11,4,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-04-02 12:00:00,2221,12,4,,,,,,,,0.006,0.37,0.08,0.0,0.44,0.0
2024-04-02 13:00:00,2222,13,4,,,,,,,,0.005,0.39,0.01,0.0,0.4,0.0
2024-04-02 14:00:00,2223,14,4,,,,,,,,0.005,0.4,0.04,0.0,0.43,0.0
2024-04-02 15:00:00,2224,15,4,,,,,,,,0.011,0.39,0.16,0.0,0.55,0.0
2024-04-02 16:00:00,2225,16,4,,,,,,,,0.005,0.36,0.27,0.0,0.63,0.0
2024-04-02 17:00:00,2226,17,4,,,,,,,,0.005,0.4,0.39,0.64,1.44,1.6
2024-04-02 18:00:00,2227,18,4,,,,,,,,0.005,0.38,0.54,1.02,1.95,6.1
2024-04-02 19:00:00,2228,19,4,,,,,,,,0.005,0.37,0.61,1.66,2.65,22.6
2024-04-02 20:00:00,2229,20,4,,,,,,,,0.005,0.4,0.61,0.0,1.01,0.0
2024-04-02 21:00:00,2230,21,4,,,,,,,,0.021,0.39,0.46,0.0,0.85,0.0
2024-04-02 22:00:00,2231,22,4,,,,,,,,0.005,0.38,0.25,0.0,0.63,0.0
2024-04-02 23:00:00,2232,23,4,,,,,,,,0.005,0.37,0.11,0.0,0.48,0.0
2024-04-03 00:00:00,2233,0,4,,,,,,,,0.008,0.37,0.1,0.0,0.47,0.0
2024-04-03 01:00:00,2234,1,4,,,,,,,,0.005,0.38,0.03,0.0,0.41,0.0
2024-04-03 02:00:00,2235,2,4,,,,,,,,0.005,0.38,0.07,0.0,0.45,0.0
2024-04-03 03:00:00,2236,3,4,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-04-03 04:00:00,2237,4,4,,,,,,,,0.005,0.38,0.13,0.0,0.51,0.0
2024-04-03 05:00:00,2238,5,4,,,,,,,,0.005,0.39,0.26,0.0,0.65,0.0
2024-04-03 06:00:00,2239,6,4,,,,,,,,0.005,0.36,0.34,0.67,1.37,29.4
2024-04-03 07:00:00,2240,7,4,,,,,,,,0.005,0.4,0.43,0.75,1.59,6.8
2024-04-03 08:00:00,2241,8,4,,,,,,,,0.005,0.36,0.39,0.97,1.72,41.6
2024-04-03 09:00:00,2242,9,4,,,,,,,,0.005,0.36,0.21,0.0,0.58,0.0
2024-04-03 10:00:00,2243,10,4,,,,,,,,0.005,0.39,0.07,0.0,0.46,0.0
2024-04-03 11:00:00,2244,11,4,,,,,,,,0.008,0.37,0.09,0.0,0.46,0.0
2024-04-03 12:00:00,2245,12,4,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-04-03 13:00:00,2246,13,4,,,,,,,,0.005,0.38,0.1,0.0,0.48,0.0
2024-04-03 14:00:00,2247,14,4,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-04-03 15:00:00,2248,15,4,,,,,,,,0.005,0.37,0.11,0.0,0.48,0.0
2024-04-03 16:00:00,2249,16,4,,,,,,,,0.005,0.4,0.24,0.0,0.64,0.0
2024-04-03 17:00:00,2250,17,4,,,,,,,,0.005,0.35,0.46,2.31,3.12,15.4
2024-04-03 18:00:00,2251,18,4,,,,,,,,0.005,0.39,0.59,2.14,3.11,29.0
2024-04-03 19:00:00,2252,19,4,,,,,,,,0.005,0.37,0.68,1.1,2.15,24.4
2024-04-03 20:00:00,2253,20,4,,,,,,,,0.018,0.35,0.63,0.0,0.98,0.0
2024-04-03 21:00:00,2254,21,4,,,,,,,,0.005,0.37,0.44,0.0,0.82,0.0
2024-04-03 22:00:00,2255,22,4,,,,,,,,0.005,0.37,0.2,0.0,0.57,0.0
2024-04-03 23:00:00,2256,23,4,,,,,,,,0.005,0.38,0.11,0.0,0.49,0.0
2024-04-04 00:00:00,2257,0,4,,,,,,,,0.005,0.36,0.03,0.0,0.39,0.0
2024-04-04 01:00:00,2258,1,4,,,,,,,,0.005,0.37,0.05,0.0,0.42,0.0
2024-04-04 02:00:00,2259,2,4,,,,,,,,0.007,0.38,0.04,0.0,0.42,0.0
2024-04-04 03:00:00,2260,3,4,,,,,,,,0.005,0.39,0.07,0.0,0.46,0.0
2024-04-04 04:00:00,2261,4,4,,,,,,,,0.005,0.36,0.15,0.0,0.51,0.0
2024-04-04 05:00:00,2262,5,4,,,,,,,,0.005,0.39,0.24,0.0,0.62,0.0
2024-04-04 06:00:00,2263,6,4,,,,,,,,0.005,0.37,0.32,0.28,0.97,16.3
2024-04-04 07:00:00,2264,7,4,,,,,,,,0.011,0.38,0.49,0.39,1.26,1.9
2024-04-04 08:00:00,2265,8,4,,,,,,,,0.035,0.38,0.34,0.43,1.14,26.2
2024-04-04 09:00:00,2266,9,4,,,,,,,,0.005,0.36,0.2,0.0,0.56,0.0
2024-04-04 10:00:00,2267,10,4,,,,,,,,0.005,0.36,0.06,0.0,0.42,0.0
2024-04-04 11:00:00,2268,11,4,,,,,,,,0.005,0.39,0.03,0.0,0.42,0.0
2024-04-04 12:00:00,2269,12,4,,,,,,,,0.01,0.37,0.1,0.0,0.47,0.0
2024-04-04 13:00:00,2270,13,4,,,,,,,,0.005,0.37,0.07,0.0,0.43,0.0
2024-04-04 14:00:00,2271,14,4,,,,,,,,0.005,0.35,0.05,0.0,0.4,0.0
2024-04-04 15:00:00,2272,15,4,,,,,,,,0.006,0.36,0.1,0.0,0.46,0.0
2024-04-04 16:00:00,2273,16,4,,,,,,,,0.016,0.38,0.28,0.0,0.66,0.0
2024-04-04 17:00:00,2274,17,4,,,,,,,,0.005,0.37,0.38,2.04,2.79,5.9
2024-04-04 18:00:00,2275,18,4,,,,,,,,0.005,0.4,0.56,1.87,2.84,11.3
2024-04-04 19:00:00,2276,19,4,,,,,,,,0.005,0.36,0.64,0.79,1.79,24.5
2024-04-04 20:00:00,2277,20,4,,,,,,,,0.005,0.36,0.54,0.0,0.9,0.0
2024-04-04 21:00:00,2278,21,4,,,,,,,,0.009,0.38,0.41,0.0,0.79,0.0
2024-04-04 22:00:00,2279,22,4,,,,,,,,0.005,0.37,0.27,0.0,0.64,0.0
2024-04-04 23:00:00,2280,23,4,,,,,,,,0.005,0.36,0.16,0.0,0.52,0.0
2024-04-05 00:00:00,2281,0,4,,,,,,,,0.005,0.35,0.02,0.0,0.37,0.0
2024-04-05 01:00:00,2282,1,4,,,,,,,,0.005,0.38,0.08,0.0,0.46,0.0
2024-04-05 02:00:00,2283,2,4,,,,,,,,0.005,0.39,0.03,0.0,0.42,0.0
2024-04-05 03:00:00,2284,3,4,,,,,,,,0.022,0.4,0.08,0.0,0.48,0.0
2024-04-05 04:00:00,2285,4,4,,,,,,,,0.005,0.37,0.12,0.0,0.5,0.0
2024-04-05 05:00:00,2286,5,4,,,,,,,,0.005,0.38,0.25,0.0,0.63,0.0
2024-04-05 06:00:00,2287,6,4,,,,,,,,0.005,0.36,0.42,0.75,1.52,31.5
2024-04-05 07:00:00,2288,7,4,,,,,,,,0.005,0.39,0.41,0.61,1.41,49.8
2024-04-05 08:00:00,2289,8,4,,,,,,,,0.005,0.37,0.35,0.91,1.62,47.0
2024-04-05 09:00:00,2290,9,4,,,,,,,,0.006,0.39,0.23,0.0,0.62,0.0
2024-04-05 10:00:00,2291,10,4,,,,,,,,0.005,0.39,0.11,0.0,0.5,0.0
2024-04-05 11:00:00,2292,11,4,,,,,,,,0.005,0.35,0.1,0.0,0.45,0.0
2024-04-05 12:00:00,2293,12,4,,,,,,,,0.005,0.38,0.01,0.0,0.39,0.0
2024-04-05 13:00:00,2294,13,4,,,,,,,,0.005,0.39,0.06,0.0,0.45,0.0
2024-04-05 14:00:00,2295,14,4,,,,,,,,0.005,0.38,0.06,0.0,0.44,0.0
2024-04-05 15:00:00,2296,15,4,,,,,,,,0.005,0.39,0.09,0.0,0.47,0.0
2024-04-05 16:00:00,2297,16,4,,,,,,,,0.005,0.36,0.27,0.0,0.63,0.0
2024-04-05 17:00:00,2298,17,4,,,,,,,,0.005,0.38,0.41,1.68,2.47,22.1
2024-04-05 18:00:00,2299,18,4,,,,,,,,0.005,0.38,0.54,2.08,3.0,9.9
2024-04-05 19:00:00,2300,19,4,,,,,,,,0.005,0.36,0.6,0.77,1.74,17.7
2024-04-05 20:00:00,2301,20,4,,,,,,,,0.009,0.4,0.53,0.0,0.93,0.0
2024-04-05 21:00:00,2302,21,4,,,,,,,,0.005,0.37,0.4,0.0,0.77,0.0
2024-04-05 22:00:00,2303,22,4,,,,,,,,0.006,0.39,0.29,0.0,0.67,0.0
2024-04-05 23:00:00,2304,23,4,,,,,,,,0.005,0.35,0.11,0.0,0.46,0.0
2024-04-06 00:00:00,2305,0,4,,,,,,,,0.017,0.35,0.01,0.0,0.36,0.0
2024-04-06 01:00:00,2306,1,4,,,,,,,,0.005,0.4,0.06,0.0,0.46,0.0
2024-04-06 02:00:00,2307,2,4,,,,,,,,0.011,0.39,0.05,0.0,0.43,0.0
2024-04-06 03:00:00,2308,3,4,,,,,,,,0.005,0.36,0.08,0.0,0.44,0.0
2024-04-06 04:00:00,2309,4,4,,,,,,,,0.005,0.38,0.09,0.0,0.47,0.0
2024-04-06 05:00:00,2310,5,4,,,,,,,,0.005,0.36,0.19,0.0,0.54,0.0
2024-04-06 06:00:00,2311,6,4,,,,,,,,0.005,0.39,0.4,1.06,1.84,42.0
2024-04-06 07:00:00,2312,7,4,,,,,,,,0.005,0.37,0.45,0.82,1.64,2.3
2024-04-06 08:00:00,2313,8,4,,,,,,,,0.009,0.35,0.4,1.07,1.83,28.6
2024-04-06 09:00:00,2314,9,4,,,,,,,,0.005,0.35,0.17,0.0,0.52,0.0
2024-04-06 10:00:00,2315,10,4,,,,,,,,0.005,0.36,0.06,0.0,0.43,0.0
2024-04-06 11:00:00,2316,11,4,,,,,,,,0.005,0.36,0.05,0.0,0.41,0.0
2024-04-06 12:00:00,2317,12,4,,,,,,,,0.005,0.4,0.04,0.0,0.44,0.0
2024-04-06 13:00:00,2318,13,4,,,,,,,,0.005,0.4,0.01,0.0,0.41,0.0
2024-04-06 14:00:00,2319,14,4,,,,,,,,0.005,0.39,0.05,0.0,0.45,0.0
2024-04-06 15:00:00,2320,15,4,,,,,,,,0.005,0.37,0.13,0.0,0.5,0.0
2024-04-06 16:00:00,2321,16,4,,,,,,,,0.005,0.35,0.27,0.0,0.62,0.0
2024-04-06 17:00:00,2322,17,4,,,,,,,,0.005,0.37,0.39,0.63,1.39,17.5
2024-04-06 18:00:00,2323,18,4,,,,,,,,0.005,0.39,0.61,0.63,1.63,26.4
2024-04-06 19:00:00,2324,19,4,,,,,,,,0.005,0.36,0.69,1.54,2.58,0.6
2024-04-06 20:00:00,2325,20,4,,,,,,,,0.005,0.36,0.56,0.0,0.91,0.0
2024-04-06 21:00:00,2326,21,4,,,,,,,,0.005,0.36,0.4,0.0,0.77,0.0
2024-04-06 22:00:00,2327,22,4,,,,,,,,0.005,0.35,0.29,0.0,0.64,0.0
2024-04-06 23:00:00,2328,23,4,,,,,,,,0.005,0.37,0.14,0.0,0.51,0.0
2024-04-07 00:00:00,2329,0,4,,,,,,,,0.005,0.37,0.04,0.0,0.41,0.0
2024-04-07 01:00:00,2330,1,4,,,,,,,,0.005,0.37,0.07,0.0,0.44,0.0
2024-04-07 02:00:00,2331,2,4,,,,,,,,0.005,0.35,0.04,0.0,0.39,0.0
2024-04-07 03:00:00,2332,3,4,,,,,,,,0.005,0.36,0.11,0.0,0.47,0.0
2024-04-07 04:00:00,2333,4,4,,,,,,,,0.047,0.38,0.06,0.0,0.43,0.0
2024-04-07 05:00:00,2334,5,4,,,,,,,,0.005,0.39,0.18,0.0,0.57,0.0
2024-04-07 06:00:00,2335,6,4,,,,,,,,0.005,0.35,0.4,0.86,1.61,42.6
2024-04-07 07:00:00,2336,7,4,,,,,,,,0.005,0.35,0.48,0.79,1.62,49.6
2024-04-07 08:00:00,2337,8,4,,,,,,,,0.005,0.35,0.37,0.74,1.47,32.9
2024-04-07 09:00:00,2338,9,4,,,,,,,,0.005,0.37,0.19,0.0,0.57,0.0
2024-04-07 10:00:00,2339,10,4,,,,,,,,0.005,0.36,0.13,0.0,0.48,0.0
2024-04-07 11:00:00,2340,11,4,,,,,,,,0.005,0.37,0.03,0.0,0.4,0.0
2024-04-07 12:00:00,2341,12,4,,,,,,,,0.005,0.37,0.03,0.0,0.4,0.0
2024-04-07 13:00:00,2342,13,4,,,,,,,,0.005,0.36,0.09,0.0,0.44,0.0
2024-04-07 14:00:00,2343,14,4,,,,,,,,0.005,0.4,0.1,0.0,0.49,0.0
2024-04-07 15:00:00,2344,15,4,,,,,,,,0.005,0.38,0.14,0.0,0.52,0.0
