Time,Hour_of_Year,Hour_of_Day,Month,Temperature,Wind_Speed,Wind_Direction,DNI,DHI,GHI,Streamflow_m3_s,Base_Load_kW,Lighting_Plugs_kW,Induction_Range_kW,Total_Electrical_Load_kW,DHW_Demand_Liters
2023-02-18 21:00:00,1174,21,2,11.6,2.3000000000000003,351,927,65,565,0.159,0.38,0.28,0.0,0.66,0.0
2023-02-18 22:00:00,1175,22,2,11.4,2.6,351,833,74,466,0.025,0.37,0.45,0.0,0.82,0.0
2023-02-18 23:00:00,1176,23,2,10.7,2.8000000000000003,352,822,55,350,0.024,0.39,0.57,0.0,0.95,0.0
2023-02-19 00:00:00,1177,0,2,9.2,3.1,353,676,43,188,0.025,0.37,0.69,2.24,3.29,19.6
2023-02-19 01:00:00,1178,1,2,7.7,3.3000000000000003,355,91,20,24,0.049,0.36,0.6,2.11,3.07,17.1
2023-02-19 02:00:00,1179,2,2,7.300000000000001,3.3000000000000003,357,0,0,0,0.023,0.39,0.44,1.28,2.12,13.1
2023-02-19 03:00:00,1180,3,2,7.2,3.1,180,0,0,0,0.025,0.35,0.2,0.0,0.55,0.0
2023-02-19 04:00:00,1181,4,2,6.9,2.8000000000000003,3,0,0,0,0.025,0.36,0.18,0.0,0.54,0.0
2023-02-19 05:00:00,1182,5,2,6.7,2.6,4,0,0,0,0.029,0.37,0.09,0.0,0.46,0.0
2023-02-19 06:00:00,1183,6,2,6.5,2.5,181,0,0,0,0.026,0.38,0.05,0.0,0.43,0.0
2023-02-19 07:00:00,1184,7,2,6.4,2.4000000000000004,356,0,0,0,0.028,0.4,0.01,0.0,0.4,0.0
2023-02-19 08:00:00,1185,8,2,6.4,2.4000000000000004,351,0,0,0,0.026,0.38,0.08,0.0,0.45,0.0
2023-02-19 09:00:00,1186,9,2,6.2,2.3000000000000003,348,0,0,0,0.024,0.36,0.07,0.0,0.43,0.0
2023-02-19 10:00:00,1187,10,2,6.1000000000000005,2.2,344,0,0,0,0.025,0.37,0.02,0.0,0.39,0.0
2023-02-19 11:00:00,1188,11,2,6.0,2.1,337,0,0,0,0.032,0.37,0.08,0.0,0.45,0.0
2023-02-19 12:00:00,1189,12,2,5.9,2.2,327,0,0,0,0.026,0.38,0.26,0.0,0.64,0.0
2023-02-19 13:00:00,1190,13,2,6.0,2.1,320,0,0,0,0.032,0.37,0.33,0.0,0.7,0.0
2023-02-19 14:00:00,1191,14,2,6.2,1.7000000000000002,320,0,0,0,0.024,0.36,0.45,0.61,1.42,9.7
2023-02-19 15:00:00,1192,15,2,6.5,1.1,314,62,15,18,0.026,0.4,0.34,1.17,1.9,28.2
2023-02-19 16:00:00,1193,16,2,7.0,1.1,296,594,45,174,0.038,0.37,0.26,1.15,1.77,46.5
2023-02-19 17:00:00,1194,17,2,7.6,1.5,281,132,167,215,0.034,0.38,0.09,0.0,0.47,0.0
2023-02-19 18:00:00,1195,18,2,8.1,1.6,271,235,208,319,0.025,0.39,0.1,0.0,0.49,0.0
2023-02-19 19:00:00,1196,19,2,8.3,1.5,261,407,214,435,0.024,0.38,0.04,0.0,0.43,0.0
2023-02-19 20:00:00,1197,20,2,8.4,1.6,249,135,222,299,0.05,0.37,0.18,0.0,0.55,0.0
2023-02-19 21:00:00,1198,21,2,8.5,1.8,246,9,121,126,0.024,0.37,0.21,0.0,0.58,0.0
2023-02-19 22:00:00,1199,22,2,8.5,2.0,251,30,177,191,0.029,0.35,0.43,0.0,0.78,0.0
2023-02-19 23:00:00,1200,23,2,8.3,2.0,256,68,148,173,0.028,0.36,0.6,0.0,0.97,0.0
2023-02-20 00:00:00,1201,0,2,7.9,1.9,262,378,60,143,0.024,0.39,0.66,0.83,1.88,11.4
2023-02-20 01:00:00,1202,1,2,7.4,1.9,274,0,15,15,0.029,0.37,0.58,1.2,2.14,10.8
2023-02-20 02:00:00,1203,2,2,7.300000000000001,2.0,286,0,0,0,0.026,0.4,0.44,0.88,1.71,21.8
2023-02-20 03:00:00,1204,3,2,7.5,2.2,294,0,0,0,0.025,0.35,0.2,0.0,0.56,0.0
2023-02-20 04:00:00,1205,4,2,7.7,2.3000000000000003,299,0,0,0,0.027,0.38,0.12,0.0,0.5,0.0
2023-02-20 05:00:00,1206,5,2,7.800000000000001,2.4000000000000004,300,0,0,0,0.033,0.39,0.13,0.0,0.52,0.0
2023-02-20 06:00:00,1207,6,2,7.7,2.5,298,0,0,0,0.023,0.38,0.07,0.0,0.45,0.0
2023-02-20 07:00:00,1208,7,2,7.6,2.6,296,0,0,0,0.026,0.36,0.01,0.0,0.37,0.0
2023-02-20 08:00:00,1209,8,2,7.300000000000001,2.7,294,0,0,0,0.027,0.36,0.07,0.0,0.43,0.0
2023-02-20 09:00:00,1210,9,2,7.1000000000000005,2.8000000000000003,294,0,0,0,0.025,0.38,0.09,0.0,0.47,0.0
2023-02-20 10:00:00,1211,10,2,6.9,2.9000000000000004,294,0,0,0,0.026,0.36,0.02,0.0,0.37,0.0
2023-02-20 11:00:00,1212,11,2,6.7,3.1,297,0,0,0,0.029,0.37,0.07,0.0,0.45,0.0
2023-02-20 12:00:00,1213,12,2,6.7,3.3000000000000003,302,0,0,0,0.024,0.36,0.23,0.0,0.59,0.0
2023-02-20 13:00:00,1214,13,2,6.6000000000000005,3.5,310,0,0,0,0.023,0.36,0.35,0.0,0.72,0.0
2023-02-20 14:00:00,1215,14,2,6.4,3.5,316,0,0,0,0.036,0.36,0.43,0.88,1.67,48.3
2023-02-20 15:00:00,1216,15,2,6.4,3.5,320,54,21,24,0.026,0.38,0.33,0.44,1.14,3.7
2023-02-20 16:00:00,1217,16,2,6.5,3.5,321,217,82,130,0.026,0.39,0.18,0.92,1.49,43.9
2023-02-20 17:00:00,1218,17,2,6.7,3.5,321,446,126,290,0.025,0.36,0.14,0.0,0.5,0.0
2023-02-20 18:00:00,1219,18,2,7.0,3.5,318,366,181,356,0.033,0.36,0.03,0.0,0.39,0.0
2023-02-20 19:00:00,1220,19,2,7.2,3.6,315,140,196,273,0.024,0.37,0.05,0.0,0.43,0.0
2023-02-20 20:00:00,1221,20,2,7.2,3.7,314,333,229,420,0.033,0.4,0.18,0.0,0.58,0.0
2023-02-20 21:00:00,1222,21,2,7.2,3.7,314,119,243,308,0.025,0.39,0.23,0.0,0.62,0.0
2023-02-20 22:00:00,1223,22,2,7.1000000000000005,3.7,317,120,177,235,0.032,0.35,0.39,0.0,0.74,0.0
2023-02-20 23:00:00,1224,23,2,6.800000000000001,3.7,320,41,114,129,0.024,0.37,0.55,0.0,0.92,0.0
2023-02-21 00:00:00,1225,0,2,6.4,3.7,323,12,41,44,0.026,0.36,0.61,1.23,2.2,12.6
2023-02-21 01:00:00,1226,1,2,6.1000000000000005,3.7,325,22,13,14,0.026,0.38,0.58,2.33,3.29,4.7
2023-02-21 02:00:00,1227,2,2,5.9,3.7,324,0,0,0,0.023,0.36,0.38,1.69,2.42,0.7
2023-02-21 03:00:00,1228,3,2,5.6000000000000005,3.6,323,0,0,0,0.023,0.35,0.21,0.0,0.56,0.0
2023-02-21 04:00:00,1229,4,2,5.300000000000001,3.5,320,0,0,0,0.042,0.36,0.12,0.0,0.48,0.0
2023-02-21 05:00:00,1230,5,2,5.2,3.4000000000000004,315,0,0,0,0.022,0.38,0.07,0.0,0.45,0.0
2023-02-21 06:00:00,1231,6,2,5.1000000000000005,3.4000000000000004,311,0,0,0,0.023,0.35,0.03,0.0,0.38,0.0
2023-02-21 07:00:00,1232,7,2,5.1000000000000005,3.3000000000000003,308,0,0,0,0.023,0.4,0.02,0.0,0.41,0.0
2023-02-21 08:00:00,1233,8,2,5.0,3.3000000000000003,304,0,0,0,0.034,0.37,0.04,0.0,0.41,0.0
2023-02-21 09:00:00,1234,9,2,5.0,3.2,300,0,0,0,0.023,0.36,0.06,0.0,0.42,0.0
2023-02-21 10:00:00,1235,10,2,5.0,3.2,297,0,0,0,0.026,0.38,0.03,0.0,0.41,0.0
2023-02-21 11:00:00,1236,11,2,5.1000000000000005,3.3000000000000003,297,0,0,0,0.023,0.37,0.09,0.0,0.46,0.0
2023-02-21 12:00:00,1237,12,2,5.300000000000001,3.4000000000000004,299,0,0,0,0.024,0.36,0.25,0.0,0.61,0.0
2023-02-21 13:00:00,1238,13,2,5.4,3.5,303,0,0,0,0.027,0.39,0.35,0.0,0.74,0.0
2023-02-21 14:00:00,1239,14,2,5.4,3.5,307,0,0,0,0.023,0.38,0.44,0.77,1.59,6.1
2023-02-21 15:00:00,1240,15,2,5.5,3.6,310,0,13,13,0.028,0.38,0.42,1.19,1.99,49.7
2023-02-21 16:00:00,1241,16,2,5.6000000000000005,3.6,312,156,86,121,0.023,0.36,0.2,0.25,0.81,30.0
2023-02-21 17:00:00,1242,17,2,5.7,3.6,314,109,176,217,0.029,0.37,0.13,0.0,0.5,0.0
2023-02-21 18:00:00,1243,18,2,5.9,3.7,316,326,168,326,0.026,0.35,0.02,0.0,0.38,0.0
2023-02-21 19:00:00,1244,19,2,6.0,3.7,317,297,254,419,0.049,0.39,0.06,0.0,0.45,0.0
2023-02-21 20:00:00,1245,20,2,6.1000000000000005,3.7,319,91,125,178,0.025,0.39,0.11,0.0,0.51,0.0
2023-02-21 21:00:00,1246,21,2,6.2,3.8,322,163,223,313,0.028,0.37,0.26,0.0,0.63,0.0
2023-02-21 22:00:00,1247,22,2,6.2,3.7,325,233,216,329,0.025,0.4,0.38,0.0,0.78,0.0
2023-02-21 23:00:00,1248,23,2,6.0,3.5,330,108,130,170,0.022,0.38,0.54,0.0,0.92,0.0
2023-02-22 00:00:00,1249,0,2,5.5,3.4000000000000004,337,327,74,149,0.023,0.38,0.6,2.29,3.28,4.1
2023-02-22 01:00:00,1250,1,2,4.9,3.3000000000000003,346,59,22,26,0.027,0.36,0.62,0.69,1.67,13.5
2023-02-22 02:00:00,1251,2,2,4.6000000000000005,3.4000000000000004,356,0,0,0,0.024,0.36,0.38,0.52,1.26,9.1
2023-02-22 03:00:00,1252,3,2,4.5,3.3000000000000003,182,0,0,0,0.025,0.36,0.25,0.0,0.6,0.0
2023-02-22 04:00:00,1253,4,2,4.4,3.2,6,0,0,0,0.025,0.36,0.14,0.0,0.5,0.0
2023-02-22 05:00:00,1254,5,2,4.2,3.0,10,0,0,0,0.029,0.35,0.03,0.0,0.38,0.0
2023-02-22 06:00:00,1255,6,2,4.1000000000000005,2.8000000000000003,15,0,0,0,0.024,0.36,0.02,0.0,0.39,0.0
2023-02-22 07:00:00,1256,7,2,3.8,2.6,21,0,0,0,0.03,0.36,0.01,0.0,0.37,0.0
2023-02-22 08:00:00,1257,8,2,3.6,2.6,30,0,0,0,0.025,0.4,0.04,0.0,0.44,0.0
2023-02-22 09:00:00,1258,9,2,3.4000000000000004,2.5,38,0,0,0,0.022,0.35,0.05,0.0,0.41,0.0
2023-02-22 10:00:00,1259,10,2,2.9000000000000004,2.5,45,0,0,0,0.022,0.36,0.05,0.0,0.41,0.0
2023-02-22 11:00:00,1260,11,2,2.3000000000000003,2.6,50,0,0,0,0.022,0.39,0.1,0.0,0.49,0.0
2023-02-22 12:00:00,1261,12,2,1.7000000000000002,2.6,54,0,0,0,0.024,0.38,0.24,0.0,0.62,0.0
2023-02-22 13:00:00,1262,13,2,1.2000000000000002,2.7,57,0,0,0,0.072,0.36,0.36,0.0,0.73,0.0
2023-02-22 14:00:00,1263,14,2,1.0,2.9000000000000004,60,0,0,0,0.027,0.38,0.43,0.24,1.05,0.4
2023-02-22 15:00:00,1264,15,2,1.4,3.0,65,167,27,38,0.022,0.35,0.32,0.92,1.6,48.2
2023-02-22 16:00:00,1265,16,2,2.2,3.0,70,686,49,208,0.022,0.36,0.26,0.24,0.86,52.1
2023-02-22 17:00:00,1266,17,2,3.2,3.0,72,828,62,375,0.022,0.36,0.14,0.0,0.5,0.0
2023-02-22 18:00:00,1267,18,2,4.4,2.8000000000000003,71,900,69,510,0.034,0.36,0.04,0.0,0.41,0.0
2023-02-22 19:00:00,1268,19,2,5.300000000000001,2.7,67,841,105,576,0.024,0.38,0.13,0.0,0.51,0.0
2023-02-22 20:00:00,1269,20,2,5.800000000000001,2.8000000000000003,60,859,107,609,0.022,0.35,0.1,0.0,0.45,0.0
2023-02-22 21:00:00,1270,21,2,6.0,3.1,50,934,74,597,0.028,0.36,0.29,0.0,0.65,0.0
2023-02-22 22:00:00,1271,22,2,5.800000000000001,3.5,44,906,68,512,0.023,0.36,0.45,0.0,0.82,0.0
2023-02-22 23:00:00,1272,23,2,5.2,4.0,42,847,60,380,0.027,0.38,0.57,0.0,0.95,0.0
2023-02-23 00:00:00,1273,0,2,4.0,4.3,44,717,46,213,0.022,0.35,0.69,1.36,2.4,11.6
2023-02-23 01:00:00,1274,1,2,2.6,4.5,48,74,29,34,0.022,0.37,0.58,1.93,2.87,7.4
2023-02-23 02:00:00,1275,2,2,1.5,4.6000000000000005,52,0,0,0,0.028,0.35,0.42,1.92,2.69,18.6
2023-02-23 03:00:00,1276,3,2,0.6000000000000001,4.6000000000000005,55,0,0,0,0.025,0.36,0.27,0.0,0.63,0.0
2023-02-23 04:00:00,1277,4,2,0.1,4.4,55,0,0,0,0.039,0.36,0.12,0.0,0.48,0.0
2023-02-23 05:00:00,1278,5,2,-0.3,4.3,54,0,0,0,0.027,0.35,0.07,0.0,0.43,0.0
2023-02-23 06:00:00,1279,6,2,-0.5,4.1000000000000005,52,0,0,0,0.023,0.35,0.06,0.0,0.42,0.0
2023-02-23 07:00:00,1280,7,2,-0.7000000000000001,4.1000000000000005,49,0,0,0,0.032,0.37,0.1,0.0,0.46,0.0
2023-02-23 08:00:00,1281,8,2,-0.8,4.0,45,0,0,0,0.022,0.39,0.01,0.0,0.4,0.0
2023-02-23 09:00:00,1282,9,2,-1.0,4.0,43,0,0,0,0.023,0.38,0.07,0.0,0.45,0.0
2023-02-23 10:00:00,1283,10,2,-1.1,4.0,41,0,0,0,0.037,0.35,0.11,0.0,0.46,0.0
2023-02-23 11:00:00,1284,11,2,-1.2000000000000002,3.9,42,0,0,0,0.024,0.4,0.1,0.0,0.5,0.0
2023-02-23 12:00:00,1285,12,2,-1.3,3.8,43,0,0,0,0.025,0.36,0.17,0.0,0.53,0.0
2023-02-23 13:00:00,1286,13,2,-1.5,3.6,45,0,0,0,0.023,0.4,0.35,0.0,0.74,0.0
2023-02-23 14:00:00,1287,14,2,-1.3,3.5,46,0,0,0,0.033,0.38,0.44,0.47,1.28,39.2
2023-02-23 15:00:00,1288,15,2,-0.6000000000000001,3.4000000000000004,47,117,30,38,0.022,0.39,0.42,0.66,1.47,2.3
2023-02-23 16:00:00,1289,16,2,0.5,3.2,45,727,48,221,0.024,0.36,0.23,0.65,1.24,7.8
2023-02-23 17:00:00,1290,17,2,1.6,3.0,40,880,57,394,0.025,0.38,0.07,0.0,0.46,0.0
2023-02-23 18:00:00,1291,18,2,2.6,2.9000000000000004,34,946,62,530,0.024,0.37,0.03,0.0,0.4,0.0
2023-02-23 19:00:00,1292,19,2,3.3000000000000003,2.9000000000000004,30,977,64,616,0.027,0.39,0.08,0.0,0.46,0.0
2023-02-23 20:00:00,1293,20,2,3.9,2.9000000000000004,25,982,64,643,0.023,0.38,0.17,0.0,0.54,0.0
2023-02-23 21:00:00,1294,21,2,4.2,2.9000000000000004,22,972,63,612,0.023,0.36,0.19,0.0,0.55,0.0
2023-02-23 22:00:00,1295,22,2,4.3,3.0,19,939,60,524,0.022,0.36,0.44,0.0,0.8,0.0
2023-02-23 23:00:00,1296,23,2,4.0,3.1,16,871,53,386,0.053,0.4,0.62,0.0,1.02,0.0
2023-02-24 00:00:00,1297,0,2,2.7,3.2,16,739,43,218,0.034,0.38,0.66,2.12,3.16,16.0
2023-02-24 01:00:00,1298,1,2,1.4,3.4000000000000004,17,78,31,36,0.03,0.39,0.56,1.34,2.29,14.9
2023-02-24 02:00:00,1299,2,2,1.1,3.4000000000000004,18,0,0,0,0.022,0.38,0.46,0.66,1.5,16.5
2023-02-24 03:00:00,1300,3,2,0.9,3.2,19,0,0,0,0.022,0.38,0.28,0.0,0.66,0.0
2023-02-24 04:00:00,1301,4,2,0.8,2.9000000000000004,19,0,0,0,0.023,0.37,0.09,0.0,0.46,0.0
2023-02-24 05:00:00,1302,5,2,0.7000000000000001,2.7,17,0,0,0,0.021,0.36,0.09,0.0,0.45,0.0
2023-02-24 06:00:00,1303,6,2,0.9,2.5,15,0,0,0,0.03,0.37,0.03,0.0,0.4,0.0
2023-02-24 07:00:00,1304,7,2,1.0,2.4000000000000004,12,0,0,0,0.03,0.36,0.06,0.0,0.43,0.0
2023-02-24 08:00:00,1305,8,2,1.2000000000000002,2.2,8,0,0,0,0.027,0.39,0.07,0.0,0.47,0.0
2023-02-24 09:00:00,1306,9,2,1.4,2.0,4,0,0,0,0.022,0.39,0.1,0.0,0.49,0.0
2023-02-24 10:00:00,1307,10,2,1.6,1.8,180,0,0,0,0.022,0.36,0.04,0.0,0.4,0.0
2023-02-24 11:00:00,1308,11,2,1.9,1.4,357,0,0,0,0.026,0.4,0.12,0.0,0.52,0.0
2023-02-24 12:00:00,1309,12,2,2.0,1.2000000000000002,350,0,0,0,0.022,0.38,0.18,0.0,0.56,0.0
2023-02-24 13:00:00,1310,13,2,2.1,1.1,339,0,0,0,0.023,0.39,0.34,0.0,0.72,0.0
2023-02-24 14:00:00,1311,14,2,2.6,1.1,331,0,0,0,0.024,0.38,0.47,1.14,1.99,43.3
2023-02-24 15:00:00,1312,15,2,3.5,1.3,331,0,14,14,0.029,0.38,0.39,0.42,1.19,28.5
2023-02-24 16:00:00,1313,16,2,4.7,1.4,333,116,106,134,0.022,0.36,0.22,0.63,1.21,6.9
2023-02-24 17:00:00,1314,17,2,5.800000000000001,1.4,337,52,205,225,0.022,0.4,0.06,0.0,0.46,0.0
2023-02-24 18:00:00,1315,18,2,6.6000000000000005,1.5,340,65,276,309,0.023,0.35,0.04,0.0,0.39,0.0
2023-02-24 19:00:00,1316,19,2,7.1000000000000005,1.5,339,4,215,217,0.023,0.37,0.06,0.0,0.43,0.0
2023-02-24 20:00:00,1317,20,2,7.4,1.5,339,1,196,197,0.022,0.39,0.11,0.0,0.49,0.0
2023-02-24 21:00:00,1318,21,2,7.5,1.6,343,31,271,289,0.021,0.4,0.27,0.0,0.67,0.0
2023-02-24 22:00:00,1319,22,2,7.4,1.6,173,185,277,369,0.022,0.37,0.38,0.0,0.75,0.0
2023-02-24 23:00:00,1320,23,2,6.800000000000001,1.7000000000000002,8,291,181,294,0.028,0.39,0.55,0.0,0.94,0.0
2023-02-25 00:00:00,1321,0,2,5.5,1.8,25,176,60,102,0.023,0.38,0.62,1.54,2.53,7.6
2023-02-25 01:00:00,1322,1,2,4.0,2.0,44,119,18,27,0.03,0.37,0.56,1.78,2.7,9.4
2023-02-25 02:00:00,1323,2,2,3.3000000000000003,2.0,62,0,0,0,0.022,0.39,0.46,2.03,2.88,8.8
2023-02-25 03:00:00,1324,3,2,2.9000000000000004,2.0,77,0,0,0,0.055,0.38,0.26,0.0,0.64,0.0
2023-02-25 04:00:00,1325,4,2,2.5,1.9,88,0,0,0,0.021,0.38,0.13,0.0,0.51,0.0
2023-02-25 05:00:00,1326,5,2,2.1,1.8,94,0,0,0,0.025,0.37,0.06,0.0,0.43,0.0
2023-02-25 06:00:00,1327,6,2,1.8,1.6,93,0,0,0,0.029,0.4,0.06,0.0,0.45,0.0
2023-02-25 07:00:00,1328,7,2,1.5,1.6,83,0,0,0,0.027,0.39,0.01,0.0,0.4,0.0
2023-02-25 08:00:00,1329,8,2,1.3,1.7000000000000002,74,0,0,0,0.024,0.38,0.07,0.0,0.45,0.0
2023-02-25 09:00:00,1330,9,2,1.2000000000000002,1.9,72,0,0,0,0.023,0.38,0.09,0.0,0.47,0.0
2023-02-25 10:00:00,1331,10,2,1.1,2.1,75,0,0,0,0.029,0.36,0.03,0.0,0.39,0.0
2023-02-25 11:00:00,1332,11,2,1.0,2.3000000000000003,78,0,0,0,0.021,0.36,0.07,0.0,0.43,0.0
2023-02-25 12:00:00,1333,12,2,0.9,2.4000000000000004,82,0,0,0,0.021,0.36,0.2,0.0,0.56,0.0
2023-02-25 13:00:00,1334,13,2,0.8,2.5,85,0,0,0,0.024,0.36,0.36,0.0,0.72,0.0
2023-02-25 14:00:00,1335,14,2,1.1,2.6,88,0,0,0,0.023,0.39,0.46,0.26,1.11,37.1
2023-02-25 15:00:00,1336,15,2,2.2,2.5,91,233,32,51,0.023,0.4,0.37,1.02,1.79,6.9
2023-02-25 16:00:00,1337,16,2,3.9,2.4000000000000004,95,774,45,237,0.022,0.36,0.19,0.85,1.4,50.6
2023-02-25 17:00:00,1338,17,2,5.6000000000000005,2.3000000000000003,100,907,55,412,0.021,0.35,0.1,0.0,0.46,0.0
2023-02-25 18:00:00,1339,18,2,7.1000000000000005,1.9,105,967,60,549,0.023,0.39,0.05,0.0,0.44,0.0
2023-02-25 19:00:00,1340,19,2,8.200000000000001,1.2000000000000002,114,989,63,633,0.023,0.37,0.09,0.0,0.46,0.0
2023-02-25 20:00:00,1341,20,2,9.0,0.9,115,994,65,661,0.022,0.37,0.17,0.0,0.54,0.0
2023-02-25 21:00:00,1342,21,2,9.4,0.9,101,984,65,631,0.027,0.37,0.24,0.0,0.61,0.0
2023-02-25 22:00:00,1343,22,2,9.5,1.0,91,954,62,543,0.023,0.38,0.46,0.0,0.84,0.0
2023-02-25 23:00:00,1344,23,2,8.9,1.1,87,707,99,376,0.025,0.36,0.56,0.0,0.92,0.0
2023-02-26 00:00:00,1345,0,2,7.7,1.3,88,540,74,207,0.022,0.37,0.69,1.8,2.86,11.7
2023-02-26 01:00:00,1346,1,2,6.5,1.7000000000000002,94,93,38,45,0.024,0.38,0.55,0.9,1.83,2.7
2023-02-26 02:00:00,1347,2,2,5.5,2.3000000000000003,106,0,0,0,0.021,0.38,0.41,0.67,1.46,13.8
2023-02-26 03:00:00,1348,3,2,4.9,2.8000000000000003,116,0,0,0,0.027,0.4,0.23,0.0,0.63,0.0
2023-02-26 04:00:00,1349,4,2,4.800000000000001,3.0,126,0,0,0,0.022,0.37,0.17,0.0,0.53,0.0
2023-02-26 05:00:00,1350,5,2,4.800000000000001,3.0,137,0,0,0,0.024,0.38,0.12,0.0,0.49,0.0
2023-02-26 06:00:00,1351,6,2,4.7,3.1,146,0,0,0,0.02,0.37,0.06,0.0,0.43,0.0
2023-02-26 07:00:00,1352,7,2,4.6000000000000005,3.1,151,0,0,0,0.023,0.38,0.0,0.0,0.38,0.0
2023-02-26 08:00:00,1353,8,2,4.6000000000000005,3.1,157,0,0,0,0.023,0.36,0.06,0.0,0.41,0.0
2023-02-26 09:00:00,1354,9,2,4.7,3.2,159,0,0,0,0.021,0.36,0.09,0.0,0.45,0.0
2023-02-26 10:00:00,1355,10,2,4.4,3.4000000000000004,153,0,0,0,0.021,0.38,0.07,0.0,0.45,0.0
2023-02-26 11:00:00,1356,11,2,4.3,3.5,150,0,0,0,0.021,0.37,0.12,0.0,0.49,0.0
2023-02-26 12:00:00,1357,12,2,4.1000000000000005,3.5,151,0,0,0,0.02,0.4,0.18,0.0,0.58,0.0
2023-02-26 13:00:00,1358,13,2,3.8,3.6,150,0,0,0,0.028,0.4,0.32,0.0,0.72,0.0
2023-02-26 14:00:00,1359,14,2,4.0,3.8,150,0,0,0,0.052,0.38,0.5,0.52,1.39,1.2
2023-02-26 15:00:00,1360,15,2,4.7,4.0,149,1,26,26,0.021,0.35,0.37,0.89,1.61,42.7
2023-02-26 16:00:00,1361,16,2,5.7,4.1000000000000005,150,4,51,52,0.02,0.36,0.18,0.98,1.52,25.6
2023-02-26 17:00:00,1362,17,2,6.800000000000001,4.1000000000000005,152,4,101,103,0.021,0.37,0.06,0.0,0.43,0.0
2023-02-26 18:00:00,1363,18,2,8.0,4.2,156,11,166,172,0.031,0.37,0.08,0.0,0.46,0.0
2023-02-26 19:00:00,1364,19,2,8.8,4.4,162,54,242,273,0.021,0.35,0.03,0.0,0.38,0.0
2023-02-26 20:00:00,1365,20,2,9.0,4.5,165,26,235,251,0.024,0.38,0.16,0.0,0.54,0.0
2023-02-26 21:00:00,1366,21,2,9.0,4.6000000000000005,163,3,142,144,0.035,0.37,0.26,0.0,0.63,0.0
2023-02-26 22:00:00,1367,22,2,8.9,4.9,164,13,168,175,0.021,0.38,0.37,0.0,0.76,0.0
2023-02-26 23:00:00,1368,23,2,8.5,5.7,168,3,87,88,0.027,0.36,0.6,0.0,0.96,0.0
2023-02-27 00:00:00,1369,0,2,7.9,6.300000000000001,173,1,27,27,0.023,0.38,0.6,1.43,2.41,27.4
2023-02-27 01:00:00,1370,1,2,7.5,6.300000000000001,177,0,19,19,0.022,0.39,0.6,1.38,2.37,24.0
2023-02-27 02:00:00,1371,2,2,7.5,6.2,179,0,0,0,0.02,0.37,0.46,1.47,2.3,1.7
2023-02-27 03:00:00,1372,3,2,7.800000000000001,5.9,179,0,0,0,0.041,0.35,0.23,0.0,0.58,0.0
2023-02-27 04:00:00,1373,4,2,8.0,5.7,179,0,0,0,0.026,0.38,0.14,0.0,0.51,0.0
2023-02-27 05:00:00,1374,5,2,8.3,5.7,180,0,0,0,0.023,0.38,0.1,0.0,0.49,0.0
2023-02-27 06:00:00,1375,6,2,8.5,5.800000000000001,181,0,0,0,0.027,0.39,0.08,0.0,0.47,0.0
2023-02-27 07:00:00,1376,7,2,8.700000000000001,5.800000000000001,183,0,0,0,0.022,0.38,0.01,0.0,0.39,0.0
2023-02-27 08:00:00,1377,8,2,8.9,5.9,185,0,0,0,0.028,0.39,0.01,0.0,0.4,0.0
2023-02-27 09:00:00,1378,9,2,9.1,5.800000000000001,187,0,0,0,0.02,0.39,0.09,0.0,0.47,0.0
2023-02-27 10:00:00,1379,10,2,9.2,5.4,189,0,0,0,0.024,0.37,0.07,0.0,0.44,0.0
2023-02-27 11:00:00,1380,11,2,9.2,5.0,193,0,0,0,0.021,0.39,0.07,0.0,0.45,0.0
2023-02-27 12:00:00,1381,12,2,9.3,4.5,197,0,0,0,0.022,0.4,0.18,0.0,0.58,0.0
2023-02-27 13:00:00,1382,13,2,9.3,4.0,197,0,0,0,0.021,0.37,0.4,0.0,0.78,0.0
2023-02-27 14:00:00,1383,14,2,9.3,3.7,195,0,0,0,0.021,0.38,0.49,1.02,1.88,1.3
2023-02-27 15:00:00,1384,15,2,9.4,3.6,191,0,9,9,0.035,0.38,0.39,0.75,1.51,8.3
2023-02-27 16:00:00,1385,16,2,9.6,3.7,187,4,54,55,0.02,0.38,0.22,0.97,1.57,53.5
2023-02-27 17:00:00,1386,17,2,9.8,3.7,184,0,35,35,0.029,0.38,0.15,0.0,0.53,0.0
2023-02-27 18:00:00,1387,18,2,9.9,3.7,185,2,76,77,0.02,0.35,0.06,0.0,0.41,0.0
2023-02-27 19:00:00,1388,19,2,9.9,3.8,186,2,124,125,0.024,0.4,0.08,0.0,0.48,0.0
2023-02-27 20:00:00,1389,20,2,9.9,3.8,186,0,76,76,0.025,0.38,0.1,0.0,0.48,0.0
2023-02-27 21:00:00,1390,21,2,9.9,4.0,185,0,58,58,0.021,0.37,0.22,0.0,0.59,0.0
2023-02-27 22:00:00,1391,22,2,10.1,4.3,187,0,27,27,0.024,0.36,0.46,0.0,0.82,0.0
2023-02-27 23:00:00,1392,23,2,10.2,4.5,188,0,27,27,0.025,0.37,0.57,0.0,0.94,0.0
2023-02-28 00:00:00,1393,0,2,10.4,4.7,185,2,44,45,0.021,0.39,0.65,1.57,2.6,2.1
2023-02-28 01:00:00,1394,1,2,10.6,4.9,182,0,12,12,0.02,0.37,0.62,1.5,2.48,16.0
